type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language
phonotactics_preference,0.1222242927622392,0.1220823365569404,1.5556612722823662,0.0061843663408497,0.0061843395809407,-0.0319087297555229,0.2763573152800014,-0.032050352491725,0.276215025605606,0.1202814665542229,run2,apc,preterm,693.0,736.7,184176,english
phonotactics_preference,-0.4314913125956132,-0.4309901612453279,-5.491987796869965,0.0063165005808992,0.0063161670671992,-0.5872622241048393,-0.2757204010863871,-0.5867569603177569,-0.275223362172899,5.7315711911073647e-08,run2,apc,preterm,0.0,43.7,10926,english
phonotactics_preference,-0.0299659672470037,-0.0299311635684358,-0.381404495613066,0.0061735323759205,0.0061735307674016,-0.1839639230786342,0.1240319885846266,-0.1839290993379184,0.1240667722010468,0.7030285797408069,run2,apc,preterm,562.5,606.2,151551,english
phonotactics_preference,-0.0813070141136372,-0.0812125808800558,-1.0348693386800982,0.0061779404556667,0.0061779286136521,-0.2353599396202436,0.0727459113929691,-0.2352653587405433,0.0728401969804317,0.3011182652805548,run2,apc,preterm,823.5,867.2,216801,english
phonotactics_preference,-0.1307594312703577,-0.130607562012204,-1.664295849996593,0.0061860324296806,0.0061860018018941,-0.2849132143640487,0.0233943518233331,-0.2847609634885124,0.0235458394641042,0.0965384602732414,run2,apc,preterm,954.0,997.7,249426,english
phonotactics_preference,-0.0181516924786527,-0.0181306103735671,-0.2310333271500274,0.0061730937376079,0.0061730931474016,-0.1721441773254969,0.1358407923681914,-0.1721230878588406,0.1358618671117063,0.8173620828817827,run2,apc,preterm,1476.0,1519.7,379927,english
phonotactics_preference,0.2784882448104185,0.2781647973716143,3.5445766749513536,0.0062326818692111,0.0062325429432845,0.1237543094792788,0.4332221801415583,0.1234325865529377,0.432897008190291,0.0004216445583007,run2,apc,sanity_check_filtered,0.0,0.0,0,english
phonotactics_preference,0.0106337728970996,0.01062142240593,0.1353458326524644,0.0061729267570416,0.006172926554486,-0.1433566292075009,0.1646241750017002,-0.1433689771721847,0.1646118219840447,0.8923807169245362,run2,apc,sanity_check_original,223.9,223.9,55976,english
phonotactics_preference,-0.1152089588139404,-0.1150751504994062,-1.466370648554021,0.0061830810989128,0.0061830573227333,-0.2693259644508451,0.0389080468229642,-0.2691918598182583,0.0390415588194458,0.1430339815842907,run2,apc,sanity_check_original,913.5,913.5,228375,english
phonotactics_preference,-0.3403237037472685,-0.3399284381215458,-4.331613576927874,0.0062622069624477,0.0062619994930893,-0.4954237043046734,-0.1852237031898636,-0.4950258693959228,-0.1848310068471688,1.7204911984975422e-05,run2,apc,sanity_check_original,1566.0,1566.0,391501,english
phonotactics_preference,0.0184356403549458,0.0184142284613861,0.2346473935889749,0.0061731017537309,0.0061731011449149,-0.1355569444759871,0.1724282251858788,-0.1355783487758647,0.1724068056986371,0.814557156088922,run2,apc,sanity_check_original,1044.0,1044.0,261000,english
phonotactics_preference,-0.1421626703237412,-0.1419975568855022,-1.8094353879150895,0.006188433815458,0.0061883976127788,-0.296346371364652,0.0120210307171695,-0.2961808069341763,0.0121856931631718,0.0708488238978543,run2,apc,sanity_check_original,783.0,783.0,195750,english
phonotactics_preference,-0.2050359280378759,-0.2047977910715137,-2.609681311844262,0.0062052775708228,0.0062052022648362,-0.3594293160416782,-0.0506425400340735,-0.3591902422290957,-0.0504053399139316,0.0092747924076066,run2,apc,sanity_check_original,652.5,652.5,163125,english
phonotactics_preference,0.0951643260127397,0.0950537983402511,1.2112441245118015,0.0061798273525813,0.0061798111300763,-0.0589121234983407,0.2492407755238203,-0.059022448939644,0.2491300456201463,0.2262465788547965,run2,apc,sanity_check_original,43.7,43.7,10926,english
phonotactics_preference,0.2796901781814576,0.2793653347689355,3.5598747892208835,0.006233199533774,0.0062330594060729,0.1249498171564074,0.4344305392065077,0.1246267131020437,0.4341039564358273,0.0003982751336449,run2,apc,sanity_check_original,0.0,0.0,0,english
phonotactics_preference,-0.4112801052267668,-0.4108024279849239,-5.234741124713345,0.0063033575038235,0.00630305450219,-0.5668888719561884,-0.2556713384973452,-0.566407454622092,-0.2551974013477558,2.242733803548906e-07,run2,apc,full_term,0.0,223.9,55976,english
phonotactics_preference,-0.0742506893433983,-0.0741644516089693,-0.9450569869648684,0.0061770934914104,0.00617708361565,-0.2282930545512561,0.0797916758644593,-0.2282066936775137,0.079877790459575,0.3449833159396821,run2,apc,full_term,652.5,876.4,219101,english
phonotactics_preference,-0.1287091677133737,-0.1285596797137066,-1.638200255238058,0.0061856219520474,0.0061855922771976,-0.2828578362420763,0.0254395008153287,-0.282707978486214,0.0255886190588006,0.1018678116486919,run2,apc,full_term,1044.0,1267.9,316976,english
phonotactics_preference,-0.1032243405620376,-0.103104451664753,-1.3138313615086754,0.0061810611608676,0.0061810420740378,-0.2573161700588182,0.0508674889347428,-0.2571960432471438,0.0509871399176376,0.1893695786617299,run2,apc,full_term,783.0,1006.9,251726,english
phonotactics_preference,-0.1895101545722577,-0.1892900498631146,-2.412070477231577,0.0062005510020725,0.0062004866689638,-0.3438447305430211,-0.0351755786014943,-0.3436238251914192,-0.0349562745348099,0.0161421169951753,run2,apc,full_term,913.5,1137.4,284351,english
phonotactics_preference,-0.14521032514668,-0.1450416720396572,-1.8482257009713765,0.0061891095976305,0.0061890718261018,-0.2994024444526309,0.0089817941592707,-0.299233320835202,0.0091499767558875,0.0650283023105184,run2,apc,full_term,1566.0,1789.9,447477,english
