type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language
phonotactics_preference,-0.3282223193191186,-0.3278411087275749,-4.177588099091853,0.0062559644219901,0.0062557714448855,-0.4832449941470373,-0.1731996444911998,-0.482861392552635,-0.1728208249025148,3.353162584535871e-05,run3,cpc,full_term,913.5,1137.4,284351,english
phonotactics_preference,-0.313785639643907,-0.3134211963922881,-3.9938391653609706,0.0062488128299743,0.0062486364555154,-0.4687196809794751,-0.1588515983083389,-0.4683530511844855,-0.1584893416000906,7.249962521774536e-05,run3,cpc,full_term,1566.0,1789.9,447477,english
phonotactics_preference,-0.0113552308925274,-0.0113420424710495,-0.1445284937888126,0.0061729389978924,0.0061729387669193,-0.1653457856777503,0.1426353238926954,-0.1653325943753363,0.1426485094332373,0.885128267039801,run3,apc,preterm,693.0,736.7,184176,english
phonotactics_preference,-0.4246012024519768,-0.4241080535524972,-5.404291011967589,0.0063119492138299,0.0063116262662716,-0.5803159833279121,-0.2688864215760415,-0.5798188508450872,-0.2683972562599072,9.184944267407859e-08,run3,apc,preterm,0.0,43.7,10926,english
phonotactics_preference,0.0335010645469428,0.0334621550643099,0.4263989385260069,0.0061737054948501,0.0061737034844302,-0.1204990504840526,0.1875011795779383,-0.1205379348922043,0.1874622450208241,0.6699594622200935,run3,apc,preterm,562.5,606.2,151551,english
phonotactics_preference,-0.0060749896834798,-0.0060679339463329,-0.0773219952148845,0.0061728679826386,0.0061728679165296,-0.1600646586904865,0.1479146793235268,-0.160057602128755,0.1479217342360891,0.9383913721035032,run3,apc,preterm,823.5,867.2,216801,english
phonotactics_preference,0.0666276803975014,0.0665502963319991,0.8480319232284588,0.0061762648516937,0.0061762568996465,-0.0874043522888271,0.22065971308383,-0.0874816371948512,0.2205822298588494,0.3967385017287886,run3,apc,preterm,954.0,997.7,249426,english
phonotactics_preference,-0.1766870451238159,-0.1764818336892935,-2.248858939587548,0.0061969277098106,0.0061968717882888,-0.3309765217969057,-0.0223975684507261,-0.3307706142011399,-0.022193053177447,0.024861117821217,run3,apc,preterm,1476.0,1519.7,379927,english
phonotactics_preference,0.2789323514790827,0.2786083882369467,3.550229230017041,0.0062328728832574,0.0062327335138857,0.1241960450876784,0.4336686578704869,0.1238738118360902,0.4333429646378032,0.000412864246759,run3,apc,sanity_check_filtered,0.0,0.0,0,english
phonotactics_preference,-0.0161135612604796,-0.0160948463228949,-0.2050921518543005,0.0061730398509695,0.0061730393858627,-0.1701053739844138,0.1378782514634544,-0.1700866532455841,0.1378969605997943,0.8375647391069445,run3,apc,sanity_check_original,223.9,223.9,55976,english
phonotactics_preference,-0.1755579394740331,-0.1753540394281864,-2.234487770878073,0.0061966208257039,0.0061965656166232,-0.3298435957399268,-0.0212722832081394,-0.3296390083849433,-0.0210690704714294,0.0257971430783068,run3,apc,sanity_check_original,913.5,913.5,228375,english
phonotactics_preference,-0.2124243173690361,-0.2121775992303961,-2.703720155410237,0.0062076574773223,0.006207576646308,-0.3668473097377491,-0.0580013250003231,-0.3665995862111844,-0.0577556122496078,0.0070402020112792,run3,apc,sanity_check_original,1566.0,1566.0,391501,english
phonotactics_preference,-0.1350532052982692,-0.1348963490784106,-1.7189466711729326,0.0061869130927942,0.0061868804205205,-0.2892179609111602,0.0191115503146217,-0.2890606976288735,0.0192679994720521,0.0861049614335768,run3,apc,sanity_check_original,1044.0,1044.0,261000,english
phonotactics_preference,-0.0607069543149666,-0.0606364468186659,-0.7726733831033079,0.0061756831283195,0.0061756765267614,-0.214731732928978,0.0933178242990446,-0.2146611431094922,0.0933882494721604,0.4399984494309614,run3,apc,sanity_check_original,783.0,783.0,195750,english
phonotactics_preference,-0.1637148615386164,-0.1635247165194078,-2.083749997949503,0.0061935204906547,0.0061934724790993,-0.3179619163564497,-0.0094678067207832,-0.3177711734821611,-0.0092782595566546,0.0375758240851041,run3,apc,sanity_check_original,652.5,652.5,163125,english
phonotactics_preference,-0.0748379714099361,-0.0747510515825146,-0.9525318673357948,0.0061771610508987,0.0061771510182968,-0.2288811790038548,0.0792052361839825,-0.2287941340821714,0.0792920309171421,0.3411838331009086,run3,apc,sanity_check_original,43.7,43.7,10926,english
phonotactics_preference,0.2794421398509716,0.2791175845201342,3.556717776682228,0.0062330925227812,0.0062329526435095,0.1247031071157221,0.434181172586221,0.1243802880742597,0.4338548809660087,0.0004029962850887,run3,apc,sanity_check_original,0.0,0.0,0,english
phonotactics_preference,-0.4357353243747355,-0.4352292438586208,-5.546005248022119,0.0063193404883549,0.0063190003817204,-0.591541249358224,-0.2799293993912469,-0.59103097605159,-0.2794275116656516,4.2729837164994174e-08,run3,apc,full_term,0.0,223.9,55976,english
phonotactics_preference,-0.191189540668754,-0.1909674854531109,-2.4334455725787096,0.0062010443213434,0.0062009788429786,-0.3455302559895665,-0.0368488253479415,-0.3453073859108274,-0.0366275849953943,0.0152304775257693,run3,apc,full_term,652.5,876.4,219101,english
phonotactics_preference,0.0232391148389243,0.0232121239970673,0.2957856424447741,0.0061732562164031,0.0061732552489972,-0.130755396572706,0.1772336262505547,-0.1307823753483861,0.1772066233425207,0.7674888459876035,run3,apc,full_term,1044.0,1267.9,316976,english
phonotactics_preference,0.0087901374735601,0.0087799282546594,0.1118801846720949,0.0061728991253987,0.0061728989869908,-0.1451999199798941,0.1627801949270144,-0.1452101274724228,0.1627699839817415,0.9109532810442418,run3,apc,full_term,783.0,1006.9,251726,english
phonotactics_preference,-0.0807120141603637,-0.0806182719836385,-1.0272962256483211,0.0061778660719365,0.0061778544026061,-0.2347640122490214,0.0733399839282939,-0.2346701245783269,0.0734335806110498,0.3046662937413599,run3,apc,full_term,913.5,1137.4,284351,english
phonotactics_preference,-0.1424194839568341,-0.1422540722449214,-1.81270409182139,0.0061884902078784,0.0061884538742826,-0.2966038874995856,0.0117649195859174,-0.2964380231666099,0.0119298786767671,0.0703430156746246,run3,apc,full_term,1566.0,1789.9,447477,english
phonotactics_preference,-0.4562195732977591,-0.4556897015517686,-5.806727171799814,0.0063334385023611,0.006333065666744,-0.6121991976088172,-0.3002399489867009,-0.6116647347062745,-0.2997146683972628,1.0036400110044672e-08,run2,cpc,preterm,693.0,736.7,184176,english
phonotactics_preference,0.0041089769968804,0.0041042046658736,0.052298738968207,0.0061728525337129,0.006172852503469,-0.1498804993139234,0.1580984533076843,-0.149885271267695,0.1580936805994424,0.9583069553910238,run2,cpc,preterm,0.0,43.7,10926,english
phonotactics_preference,-0.3926816952173921,-0.3922256189163266,-4.998022011648847,0.0062918201495052,0.0062915439322023,-0.5481479874210012,-0.2372154030137829,-0.5476884985183186,-0.2367627393143346,7.493901634356695e-07,run2,cpc,preterm,562.5,606.2,151551,english
phonotactics_preference,-0.4363210167178041,-0.4358142559550657,-5.553459894516628,0.0063197345907636,0.006319393569208,-0.5921318000036047,-0.2805102334320035,-0.5916208353022553,-0.280007676607876,4.1333356442789025e-08,run2,cpc,preterm,823.5,867.2,216801,english
phonotactics_preference,-0.191186454876814,-0.1909644032451336,-2.4334062968593995,0.0062010434109015,0.0062009779346502,-0.3455271588674166,-0.0368457508862114,-0.3453042923988841,-0.0366245140913832,0.0152286467110157,run2,cpc,preterm,954.0,997.7,249426,english
phonotactics_preference,-0.4008254825244902,-0.4003599477015814,-5.1016755017778666,0.0062968063791982,0.0062965185862064,-0.5563533655795049,-0.2452975994694755,-0.555884276546452,-0.2448356188567108,4.431795144056952e-07,run2,cpc,preterm,1476.0,1519.7,379927,english
phonotactics_preference,0.1007486699204648,0.1006316563665502,1.2823212185331456,0.0061806715235268,0.0061806533412523,-0.0533383027341533,0.254835642575083,-0.0534550896416854,0.254718402374786,0.2002013090366179,run2,cpc,sanity_check_filtered,0.0,0.0,0,english
phonotactics_preference,-0.4138907434685114,-0.4134100341265039,-5.267969124784671,0.0063050197125994,0.006304712852096,-0.5695200260268256,-0.2582614609101973,-0.5690355294594601,-0.2577845387935477,1.910695390254395e-07,run2,cpc,sanity_check_original,223.9,223.9,55976,english
phonotactics_preference,-0.2827775235307604,-0.2824490943512822,-3.599170280203305,0.0062345394504739,0.006234396212114,-0.4375345155052379,-0.1280205315562828,-0.4372043085468876,-0.1276938801556767,0.000343949817784,run2,cpc,sanity_check_original,913.5,913.5,228375,english
phonotactics_preference,-0.0706000270108801,-0.0705180293023889,-0.8985916413242411,0.0061766854659058,0.0061766765373894,-0.2246373045305023,0.083437250508742,-0.2245551954900627,0.0835191368852848,0.3692064925411794,run2,cpc,sanity_check_original,1566.0,1566.0,391501,english
phonotactics_preference,-0.2231446338120496,-0.2228854646670879,-2.840167507570006,0.0062112604379622,0.0062111712425616,-0.3776124336832158,-0.0686768339408834,-0.377352155434321,-0.0684187738998547,0.0046521522912505,run2,cpc,sanity_check_original,1044.0,1044.0,261000,english
phonotactics_preference,-0.2668531570871051,-0.2665432231067484,-3.396486185231959,0.0062277859625365,0.0062276584026112,-0.4215263070491494,-0.1121800071250608,-0.4212147890229851,-0.1118716571905117,0.0007248674496524,run2,cpc,sanity_check_original,783.0,783.0,195750,english
phonotactics_preference,-0.262054157363919,-0.2617497971346926,-3.335404890782768,0.0062258274547775,0.0062257044415895,-0.4167029846865822,-0.1074053300412558,-0.4163970966331927,-0.1071024976361926,0.0009011694591417,run2,cpc,sanity_check_original,652.5,652.5,163125,english
phonotactics_preference,-0.0205849010108408,-0.0205609928795855,-0.262003015706749,0.0061731664646216,0.0061731657055773,-0.1745782929701516,0.1334084909484698,-0.1745543753714849,0.1334323896123138,0.7934061663135916,run2,cpc,sanity_check_original,43.7,43.7,10926,english
phonotactics_preference,0.033018836137922,0.0329804867347421,0.4202611729202181,0.0061736807434721,0.0061736787905133,-0.1209809701871527,0.1870186424629968,-0.1210192952324724,0.1869802687019566,0.6744345492056345,run2,cpc,sanity_check_original,0.0,0.0,0,english
phonotactics_preference,0.2271777618927219,0.2269139085107327,2.891500847444278,0.0062126618329464,0.0062125693841632,0.0726925373624717,0.3816629864229722,0.0724298334092249,0.3813979836122406,0.003966128632664,run2,cpc,full_term,0.0,223.9,55976,english
phonotactics_preference,-0.1758865972105473,-0.175682315448398,-2.2386709009332884,0.0061967099499061,0.0061966545339207,-0.3301733629953995,-0.0215998314256951,-0.3299683913532708,-0.0213962395435252,0.0255171133982121,run2,cpc,full_term,652.5,876.4,219101,english
phonotactics_preference,-0.3552927942376779,-0.3548801429087143,-4.522138994019218,0.0062702414889176,0.0062700153671534,-0.5104922609747927,-0.2000933275005631,-0.5100768111656052,-0.1996834746518234,7.284434519015599e-06,run2,cpc,full_term,1044.0,1267.9,316976,english
phonotactics_preference,-0.499618018913469,-0.4990377424687379,-6.359099205180647,0.0063654461148325,0.0063649989725372,-0.6559912874905399,-0.3432447503363981,-0.6554055187103994,-0.3426699662270764,3.8419665529433564e-10,run2,cpc,full_term,783.0,1006.9,251726,english
phonotactics_preference,-0.3742506562845749,-0.3738159865327926,-4.763433184602097,0.0062809132359023,0.0062806623393421,-0.5295821390949554,-0.2189191734741944,-0.529144366886376,-0.2184876061792092,2.354645788558587e-06,run2,cpc,full_term,913.5,1137.4,284351,english
phonotactics_preference,-0.5825523947453505,-0.5818757949837415,-7.414681476976197,0.006434696985049,0.006434089074682,-0.7397739692563268,-0.4253308202343741,-0.7390899426583994,-0.4246616473090836,3.943505521963545e-13,run2,cpc,full_term,1566.0,1789.9,447477,english
