type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language,chronological_age,significant
tone_discrimination,0.113507391822751,0.1134922271745449,-4.253120608419018,0.0266880409407384,0.0266880409366487,-0.2066816309104551,0.4336964145559572,-0.2066967955341285,0.4336812498832184,2.142846111985398e-05,run2,apc,baseline,223.9,223.9,55976,english,2.6,significant
tone_discrimination,0.1022870498269837,0.1022733842224644,-3.832694528589544,0.0266880380641649,0.0266880380608438,-0.2179019556504169,0.4224760553043843,-0.2179156212350139,0.4224623896799427,0.0001281433059839,run1,apc,baseline,652.5,652.5,163125,english,7.5,significant
tone_discrimination,0.090747246896959,0.090735123016278,-3.400298251390045,0.0266880354177249,0.0266880354151109,-0.2294417427051457,0.4109362364990638,-0.229453866570146,0.4109241126027022,0.000677854742075,run3,apc,baseline,652.5,652.5,163125,english,7.5,significant
tone_discrimination,0.1105084974152282,0.1104937334209175,-4.14075207098469,0.0266880401426167,0.0266880401387403,-0.2096805205302566,0.4306975153607131,-0.2096952845013137,0.4306827513431489,3.5129060509890015e-05,run2,apc,baseline,652.5,652.5,163125,english,7.5,significant
tone_discrimination,0.1025572625296512,0.1025435608245704,-3.842819395313345,0.0266880381299244,0.0266880381265858,-0.2176317433422236,0.422746268401526,-0.2176454450272766,0.4227325666764175,0.0001229843655336,run1,apc,baseline,783.0,783.0,195750,english,9.0,significant
tone_discrimination,0.1088417991756086,0.1088272578530735,-4.078300907962539,0.0266880397082822,0.0266880397045218,-0.2113472161644182,0.4290308145156355,-0.2113617574643959,0.4290162731705429,4.600104137618206e-05,run3,apc,baseline,783.0,783.0,195750,english,9.0,significant
tone_discrimination,0.1071385691110053,0.107124255340917,-4.0144808978969815,0.0266880392712467,0.0266880392676031,-0.2130504436073608,0.4273275818293715,-0.2130647573555921,0.4273132680374262,6.035913700961068e-05,run2,apc,baseline,783.0,783.0,195750,english,9.0,significant
tone_discrimination,0.1038881761739612,0.1038742966581063,-3.892688713581889,0.0266880384563501,0.0266880384529242,-0.2163008316560551,0.4240771840039776,-0.2163147111513592,0.4240633044675718,0.0001002990431419,run1,apc,baseline,913.5,913.5,228375,english,10.5,significant
tone_discrimination,0.0961878267196391,0.0961749759745864,-3.604156712006633,0.0266880366259982,0.0266880366230614,-0.2240011701305786,0.4163768235698569,-0.224014020858014,0.416363972807187,0.0003159051049227,run3,apc,baseline,913.5,913.5,228375,english,10.5,significant
tone_discrimination,0.0978154648034163,0.0978023966050457,-3.665144291458463,0.0266880370011405,0.0266880369981035,-0.2223735342971816,0.4180044639040142,-0.2223866024773336,0.4179913956874251,0.000249496111985,run2,apc,baseline,913.5,913.5,228375,english,10.5,significant
