type,d,g,t,se_d,se_g,ci_lb_d,ci_ub_d,ci_lb_g,ci_ub_g,p_value,run,model_type,simulation,current_seen_hours,overall_seen_hours,batch_num,language,chronological_age,significant
ids_preference,0.4795279035262776,0.4780151972060054,3.71440716879806,0.0171457229380423,0.0171427052682497,0.2228869313150576,0.7361688757374976,0.2213968105629634,0.7346335838490474,0.0002548892430873,run2,cpc,preterm,693.0,736.7,184176,english,9.0,significant
ids_preference,0.4928392373627105,0.491284539453049,3.817516317326685,0.0171726885705922,0.0171695010389699,0.2359965306635819,0.7496819440618392,0.2344656709619114,0.7481034079441866,0.000176292533663,run1,cpc,preterm,823.5,867.2,216801,english,10.5,significant
ids_preference,0.5618273452212673,0.5600550192111056,4.351895902971786,0.0173242707621632,0.0173201283844657,0.3038535621901122,0.8198011282524225,0.3021120798658686,0.8179979585563425,2.0563261799592275e-05,run3,cpc,preterm,823.5,867.2,216801,english,10.5,significant
ids_preference,0.5191555258283996,0.517517811235881,4.021361411249892,0.0172281717916628,0.0172246347603049,0.2618982373145133,0.7764128143422859,0.2602869321929323,0.7747486902788298,7.85175936617438e-05,run2,cpc,preterm,823.5,867.2,216801,english,10.5,significant
ids_preference,0.5376741413948962,0.535978008456742,4.16480599061761,0.0172689447548432,0.0172651508865609,0.2801126144686645,0.7952356683211279,0.2784447753317829,0.7935112415817012,4.52571157766726e-05,run1,cpc,preterm,954.0,997.7,249426,english,12.0,significant
ids_preference,0.5149211547252773,0.513296797770308,3.988562113721784,0.0172190495741325,0.0172155700054192,0.25773198335424,0.7721103260963147,0.2561336136816926,0.7704599818589234,9.110742106902593e-05,run3,cpc,preterm,954.0,997.7,249426,english,12.0,significant
ids_preference,0.5570866983204806,0.5553293270324035,4.315175009977794,0.0173132199780116,0.0173091472113797,0.2991952064112849,0.8149781902296764,0.2974681701400795,0.8131904839247275,2.4528406349292827e-05,run2,cpc,preterm,954.0,997.7,249426,english,12.0,significant
ids_preference,0.5676758741598673,0.5658850985316027,4.397198413329806,0.0173380331210482,0.0173338040515419,0.3095996445951556,0.825752103724579,0.3078403456882649,0.8239298513749405,1.7234320979147448e-05,run1,cpc,preterm,1476.0,1519.7,379927,english,18.0,significant
ids_preference,0.4707527042722141,0.4692676799685163,3.646434767656781,0.0171283502262075,0.0171254419905479,0.2142417843089443,0.727263624235484,0.2127785375221427,0.7257568224148899,0.0003286922247598,run3,cpc,preterm,1476.0,1519.7,379927,english,18.0,significant
ids_preference,0.4653237922405326,0.4638558938422975,3.604382595883325,0.0171177629825523,0.0171149214380254,0.208892160806583,0.7217554236744822,0.2074455470861846,0.7202662405984104,0.0003855083506007,run2,cpc,preterm,1476.0,1519.7,379927,english,18.0,significant
ids_preference,-0.0706218681435161,-0.0703990862250823,-0.5470346383957885,0.0166770571838751,0.016676991731961,-0.3237309916895029,0.1824872554024705,-0.3235077130859323,0.1827095406357675,0.5848940377009836,run1,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,not significant
ids_preference,0.467668236794912,0.4661929426725306,3.622542585313761,0.0171223199577226,0.0171194497079118,0.2112024748843975,0.7241339987054264,0.2097486776052701,0.722637207739791,0.0003784535121222,run3,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,significant
ids_preference,0.2487691531158778,0.2479843923804965,1.926957574135836,0.0167955960240458,0.016794783872634,-0.0052379146900908,0.5027762209218465,-0.0060165340925802,0.5019853188535732,0.0554131080617973,run2,cpc,sanity_check_filtered,0.0,0.0,0,english,0.0,not significant
ids_preference,0.2834242938761447,0.2825302109301632,2.1953951401858114,0.0168340194382483,0.0168329652501838,0.0291268450906813,0.5377217426616081,0.0282407246379525,0.5368196972223738,0.0292241873097462,run1,cpc,baseline,0.0,0.0,0,english,0.0,significant
ids_preference,0.2541022938415537,0.2533007093183942,1.968267904562882,0.0168011832827823,0.0168003359361275,5.29802826640946e-05,0.5081516074004434,-0.0007421978301059,0.5073436164668945,0.0503859452904096,run3,cpc,baseline,0.0,0.0,0,english,0.0,not significant
ids_preference,-0.0058652916051241,-0.0058467891079471,-0.0454323534145923,0.0166667383367616,0.0166667378852976,-0.2588960980219599,0.2471655148117114,-0.2588775920977682,0.2471840138818739,0.9638092862054852,run2,cpc,baseline,0.0,0.0,0,english,0.0,not significant
ids_preference,0.7259005515166104,0.7236106444140343,5.622801494053221,0.0177644408556085,0.017757525759811,0.4646700632127435,0.9871310398204772,0.4624310051545215,0.9847902836735472,5.33662992366558e-08,run1,cpc,baseline,43.7,43.7,10926,english,0.5,significant
ids_preference,0.8714151934252536,0.8686662495974138,6.749953063536245,0.0182486759152757,0.0182387105274784,0.6066482448445734,1.136182142005934,0.6039716039510223,1.1333608952438052,1.1442857429833307e-10,run3,cpc,baseline,43.7,43.7,10926,english,0.5,significant
ids_preference,0.8834324573812508,0.8806456042033919,6.843038389873356,0.0182926102224055,0.0182823680837557,0.6183469826898234,1.1485179320726782,0.6156343513507625,1.1456568570560213,6.618438868090805e-11,run2,cpc,baseline,43.7,43.7,10926,english,0.5,significant
ids_preference,0.5570430115570889,0.5552857780821454,4.314836613763662,0.0173131185765095,0.0173090464486256,0.2991522748691342,0.8149337482450436,0.2974253717420537,0.8131461844222371,2.3718302688008043e-05,run1,cpc,baseline,223.9,223.9,55976,english,2.6,significant
ids_preference,0.6059817848752949,0.6040701704119659,4.693914721854124,0.017431695674168,0.0174268766057948,0.3472094117223859,0.8647541580282039,0.3453335691077073,0.8628067717162244,4.716556889924175e-06,run3,cpc,baseline,223.9,223.9,55976,english,2.6,significant
ids_preference,0.6631631634457317,0.6610711660847042,5.136839775687092,0.0175828862111486,0.0175771147638095,0.4032710063322895,0.9230553205591738,0.4012216662741616,0.9209206658952468,5.997031692749095e-07,run2,cpc,baseline,223.9,223.9,55976,english,2.6,significant
ids_preference,0.4478668727365877,0.4464540434850527,3.469161878853602,0.0170845515326976,0.0170819191936336,0.1916841231555814,0.7040496223175939,0.1902910306186979,0.7026170563514076,0.0006320190570933,run1,cpc,baseline,652.5,652.5,163125,english,7.5,significant
ids_preference,0.5085396565865329,0.5069354305405186,3.939131241691361,0.0172054428798357,0.0172020490223693,0.2514521222432787,0.765627190929787,0.2498732533323699,0.7639976077486672,0.0001096592795578,run3,cpc,baseline,652.5,652.5,163125,english,7.5,significant
