"Capability","7.5","9","10.5","12"
"IDS Preference",0.196140795401641,0.301296663369002,0.386590873327111,0.453431043078356
"Vowel discrimination",0.33480738793354,0.33480738793354,0.33480738793354,0.33480738793354
